Practice Name,Veterinarian Name(s),Specialties,Address,City,State,ZIP Code,Phone,Email,Website,Certification Bodies,Species Treated,Practice Description,Year Established,Telehealth Available,Featured Listing,Latitude,Longitude,Slug,Image URL,Logo Image URL,Google Rating,Google Reviews,Google Place ID,Google Maps URL
Kindness Animal Hospital,,Laser Therapy,761 SE Port St Lucie Blvd,Port St. Lucie,FL,34984,17728780100,kindnessanimalhosp@gmail.com,http://kindnessanimalhosp.com,DVM,"Dogs, Cats","Kindness Animal Hospital is a full-service veterinary practice in Port St. Lucie, Florida that serves dogs and cats with preventive care, dental services, surgery, advanced diagnostics, and laser therapy. The practice offers online appointment scheduling and a mobile app for pet owners to manage vaccination records and treatment requests. Core services include physical examinations designed to identify conditions such as heart murmurs, tumors, ear infections, dental disease, and skin issues.",,,,27.2721194,-80.3292173,kindness-animal-hospital-port-st-lucie-florida,,,4.6,636,ChIJ-VkM0ATp3ogRutMqVzWsk7k,https://www.google.com/maps/search/?api=1&query=Kindness%20Animal%20Hospital&query_place_id=ChIJ-VkM0ATp3ogRutMqVzWsk7k
East Lake Animal Clinic,"Dr. Cherie, Dr. Sohini, Dr. Travis",Nutritional Therapy,4104 E Lake St,Minneapolis,MN,55406,16127292374,eastlakeanimalclinic@gmail.com,http://www.eastlakeanimalclinic.com,DVM,"Dogs, Cats","East Lake Animal Clinic is a holistic and integrative veterinary practice in Minneapolis, MN. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy. It holds a 4.8-star rating across 248 Google reviews.",,,,44.948508,-93.2136848,east-lake-animal-clinic-minneapolis-minnesota,,,4.8,248,ChIJF_5J0NMp9ocR_EcZjqc6R2I,https://www.google.com/maps/search/?api=1&query=East%20Lake%20Animal%20Clinic&query_place_id=ChIJF_5J0NMp9ocR_EcZjqc6R2I
Far Hills Animal Clinic,Dr. Tyler Smith,Nutritional Therapy,5583 Far Hills Ave,Dayton,OH,45429,19374348224,farhillsanimalclinic@gmail.com,http://www.farhillsanimalclinic.com,,"Dogs, Cats, Horses, Exotics","Far Hills Animal Clinic is a holistic and integrative veterinary practice in Dayton, OH. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy. It holds a 4.8-star rating across 324 Google reviews.",,,,39.6653789,-84.161773,far-hills-animal-clinic-dayton-ohio,,https://cdcssl.ibsrv.net/ibimg/smb/180x90_80/webmgr/0e/o/e/farhillsanimalclinic.com/vertLogo_partTrans.png.webp?56cf044b0361295a14976db42bb9542e,4.8,324,ChIJ6Qyxf26PQIgRS_KC_OGdjbc,https://www.google.com/maps/search/?api=1&query=Far%20Hills%20Animal%20Clinic&query_place_id=ChIJ6Qyxf26PQIgRS_KC_OGdjbc
Countryside Veterinary Service - Middlefield,,Laser Therapy,15075 Harrington Way,Middlefield,OH,44062,14406329181,cvs-middlefield@yourvetdoc.com,http://countrysidemiddlefieldvet.com,DVM,"Dogs, Cats, Exotics","Countryside Veterinary Service in Middlefield provides comprehensive veterinary care for dogs, cats, pocket pets, avian species, and exotic animals, with services including preventive wellness exams, surgical procedures, and treatment for sick and injured animals. The practice offers laser therapy and uses online booking and a mobile app through PetDesk to facilitate appointment scheduling and pet record management. Wellness examinations focus on early detection of conditions such as heart disease, tumors, organ enlargement, eye problems, ear infections, dental disease, and skin issues.",,,,41.4598621,-81.0825043,countryside-veterinary-service-middlefield-middlefield-ohio,,,4.6,197,ChIJaaIZ7HxxMYgREZ1GsEDwqVY,https://www.google.com/maps/search/?api=1&query=Countryside%20Veterinary%20Service%20-%20Middlefield&query_place_id=ChIJaaIZ7HxxMYgREZ1GsEDwqVY
Lakeridge Animal Hospital,Dr Bork,Nutritional Therapy,20180 US-27,Clermont,FL,34715,(352) 995-2002,jeschdvm@gmail.com,https://www.lakeridgeah.com,DVM,"Dogs, Cats, Horses, Exotics","Lakeridge Animal Hospital in Clermont, Florida is a small animal practice founded in 2018 that provides routine preventive, medical, surgical, and dental care for dogs and cats. Led by veterinarian Dr. Jeffrey Esch, the hospital emphasizes client education on nutrition and exercise as part of their approach to maintaining pet health year-round. The practice incorporates nutritional therapy into their care offerings and maintains a computerized appointment system for efficient scheduling.",,,,28.6408519,-81.7926177,lakeridge-animal-hospital-clermont-fl,,,4.7,214,ChIJE4PKCDOT54gR-lDNr9i6xno,https://www.google.com/maps/search/?api=1&query=Lakeridge%20Animal%20Hospital&query_place_id=ChIJE4PKCDOT54gR-lDNr9i6xno
Foxhall Equine,"Dr. Chris Smith, Dr. Erin Margolis, Dr. Lauren Michaloski",Acupuncture | Physical Therapy/Rehabilitation,2654 Hess Rd,Fallston,MD,21047,14104061600,info@foxhallequine.com,http://www.foxhallequine.com,DVM,"Cats, Horses","Foxhall Equine in Fallston, Maryland offers acupuncture, physical therapy, and rehabilitation services for horses and cats. The practice features specialized equipment including infrared therapy, a mechanical horse walker, salt room inhalation therapy, cold saltwater immersion spa, and an aquatic treadmill—modalities designed to support recovery from exercise, manage respiratory conditions like heaves and allergies, treat joint and tendon injuries, and improve overall performance. The practice works collaboratively with referring veterinarians and provides diagnostics, lameness evaluation, and individualized conditioning programs for horses of all breeds and disciplines.",,,,39.5559169,-76.5153869,foxhall-equine-fallston-maryland,,,4.9,23,ChIJofD7Za11yIkR24WToONFPFQ,https://www.google.com/maps/search/?api=1&query=Foxhall%20Equine&query_place_id=ChIJofD7Za11yIkR24WToONFPFQ
Keysville Mobile Veterinary Services LLC,"Dr. Carolyn Cornett, Dr. Cornett Dr, Dr. Leigh Pusateri",Acupuncture | Laser Therapy | Traditional Chinese Veterinary Medicine,7107 Keysville Rd,Keymar,MD,21757,14433405080,info@keysvillemobilevet.com,https://www.keysvillemobilevet.com,"Chi Institute, DVM","Dogs, Cats, Horses","Keysville Mobile Veterinary Services LLC is a holistic and integrative veterinary practice in Keymar, MD. The practice treats dogs, cats, and horses. Holistic and integrative services include Acupuncture, Laser Therapy, and Traditional Chinese Veterinary Medicine. The practice is affiliated with the Chi Institute. It holds a 4.8-star rating across 107 Google reviews.",,,,39.6365875,-77.2496359,keysville-mobile-veterinary-services-llc-keymar-maryland,,https://www.keysvillemobilevet.com/images/KMVS-Logo.svg,4.8,107,ChIJ76f5nK-1yYkRcR94v2ewpRs,https://www.google.com/maps/search/?api=1&query=Keysville%20Mobile%20Veterinary%20Services%20LLC&query_place_id=ChIJ76f5nK-1yYkRcR94v2ewpRs
Northwest Tennessee Veterinary Services,"Dr. Bass, Dr. Joshua Hollowell, Dr. Kendall Alexander, Dr. Wren Burnley",Physical Therapy/Rehabilitation | Laser Therapy,9840 TN-22,Dresden,TN,38225,17313643115,veterinaryservicesllc@gmail.com,https://veterinaryservicestennessee.com,DVM,"Dogs, Cats, Horses","Northwest Tennessee Veterinary Services in Dresden provides general veterinary care for dogs, cats, and horses, with services including wellness exams, surgery, dentistry, laser therapy, digital imaging, ultrasound, and endoscopy. Dr. Wren Burnley leads a staff with over 45 years of combined experience and emphasizes professional, educated service with an approach focused on innovation and current medical and surgical standards. The practice serves Weakley County and surrounding areas, offering boarding and grooming alongside preventive and therapeutic care.",,,,36.2932167,-88.7404403,northwest-tennessee-veterinary-services-dresden-tennessee,,"https://img1.wsimg.com/isteam/ip/1537f60b-5293-42ef-b4e2-a44d409ffc23/NWTVSLLC%20LOGO4.png/:/rs=h:75,cg:true,m/qt=q:100/ll",4.8,251,ChIJE_TL61Dee4gRcmYCexcCdKk,https://www.google.com/maps/search/?api=1&query=Northwest%20Tennessee%20Veterinary%20Services&query_place_id=ChIJE_TL61Dee4gRcmYCexcCdKk
Animal Hospital of Roslyn,Dr Vic,Nutritional Therapy | Laser Therapy,212 Mineola Ave,Roslyn Heights,NY,11577,(516) 484-6622,vicldvm@optonline.net,https://www.animalhospitalofroslyn.com,DVM,"Dogs, Cats","Animal Hospital of Roslyn, established in 1995, is a full-service practice for dogs and cats offering laser therapy, nutritional therapy, preventative care, surgery, and dentistry. Owner Victor LaGinestra DVM leads the practice with an approach centered on client education and comprehensive thirty-minute examinations that address underlying causes rather than symptoms alone. The hospital provides after-hours telephone consultations and holds AAHA accreditation.",,,,40.7860268,-73.6485585,animal-hospital-of-roslyn-roslyn-heights-ny,,,4.6,85,ChIJM8T8stSHwokR9BrnLoj-yjQ,https://www.google.com/maps/search/?api=1&query=Animal%20Hospital%20of%20Roslyn&query_place_id=ChIJM8T8stSHwokR9BrnLoj-yjQ
Six Forks Animal Hospital,Dr Price,Nutritional Therapy,7130 Six Forks Rd,Raleigh,NC,27615,(919) 847-5854,s.sullivan@sixforksanimalhospital.com,http://sixforksanimalhospital.com,DVM,"Dogs, Cats, Horses, Exotics","Six Forks Animal Hospital is a holistic and integrative veterinary practice in Raleigh, NC. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy. It holds a 4.6-star rating across 154 Google reviews.",,,,35.8775859,-78.6450747,six-forks-animal-hospital-raleigh-nc,,https://cdcssl.ibsrv.net/ibimg/smb/134x88_80/webmgr/0o/j/e/LOGOOOOO.png.webp?4f45ddd2635df54a70352195baee4ecc,4.6,154,ChIJVV5BhBJYrIkRU-iR2b9gtw8,https://www.google.com/maps/search/?api=1&query=Six%20Forks%20Animal%20Hospital&query_place_id=ChIJVV5BhBJYrIkRU-iR2b9gtw8
Mariposa Veterinary Wellness Center,"Dr. JC Burcham, Dr. Erin Runnels, Dr. Anthony Carrier, Dr. Amanda Kinnon, Dr. Sheila Dodson",Acupuncture | Chiropractic | Laser Therapy | Traditional Chinese Veterinary Medicine,13900 Santa Fe Trail Dr.,Lenexa,KS,66215,(913) 825-3330,,https://www.mariposavet.com/,"DVM, CVA, VCHM","Dogs, Cats","Mariposa Veterinary Wellness Center is a holistic and integrative veterinary practice in Lenexa, KS. The practice treats dogs and cats. Holistic and integrative services include Acupuncture, Chiropractic, Laser Therapy, and Traditional Chinese Veterinary Medicine. Its veterinarians hold credentials including Certified Veterinary Acupuncturist (CVA). It holds a 4.7-star rating across 378 Google reviews.",,,,38.958054,-94.7471053,tcmv-acupuncture-lenexa- 66215,,https://www.mariposavet.com/wp-content/uploads/2017/11/aaha-logo1.png,4.7,378,ChIJrWe7a76UwIcR8mhhNQRrAaY,https://www.google.com/maps/search/?api=1&query=Mariposa%20Veterinary%20Wellness%20Center&query_place_id=ChIJrWe7a76UwIcR8mhhNQRrAaY
Williamsburg Veterinary Clinic,Dr. Chris,Nutritional Therapy,1303 Jamestown Rd,Williamsburg,VA,23185,(757) 253-7387,marketing@carevethealth.com,https://williamsburgveterinaryclinic.org,DVM,"Dogs, Cats, Horses, Exotics","CareVet of Williamsburg provides comprehensive veterinary care for dogs, cats, horses, and exotic animals, with a focus on wellness exams, preventative services, surgical care, and diagnostics. The practice emphasizes personalized treatment and client education across a range of conditions. In addition to general services, the clinic offers dental care including oral exams, cleanings, and extractions, along with nutritional therapy as part of their integrative approach to pet health.",,,,37.2528069,-76.7346441,williamsburg-veterinary-clinic-williamsburg-va,,,4.8,401,ChIJY3ACYyCKsIkRmVYnEs3HzzQ,https://www.google.com/maps/search/?api=1&query=Williamsburg%20Veterinary%20Clinic&query_place_id=ChIJY3ACYyCKsIkRmVYnEs3HzzQ
Golden Valley Animal Care,Dr Gomez,Nutritional Therapy,3037 N Zaragoza Rd,El Paso,TX,79938,(915) 262-0053,office@goldenvalleyanimalcare.com,http://www.goldenvalleyanimalcare.com,DVM,"Dogs, Cats","Golden Valley Animal Care is a holistic and integrative veterinary practice in El Paso, TX. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy. It holds a 4.8-star rating across 147 Google reviews.",,,,31.7815229,-106.2475716,golden-valley-animal-care-el-paso-tx,,https://goldenvalleyanimalcare.com/wp-content/uploads/2024/03/Golden-Valley-Animal-Care-Logo.png,4.8,147,ChIJj30VPLVH54YRKzPP3U9yWvA,https://www.google.com/maps/search/?api=1&query=Golden%20Valley%20Animal%20Care&query_place_id=ChIJj30VPLVH54YRKzPP3U9yWvA
VT NH Veterinary Clinic,"Dr. Clyde Johnson, Dr. David Baldwin, Dr. Dr Dan Abbott, Dr. Dr Jaclyn Torzewski, Dr. Dr Jerilyn Jacobs, Dr. Dr Jessie Werner, Dr. Dr Lea Warner, Dr. Dr Mcnamara, Dr. Dr Tammy Mc, Dr. Dr Ted Johnson, Dr. Heather Federow, Dr. Ron Veenema",Acupuncture | Physical Therapy/Rehabilitation | Chiropractic,38 East-West Rd,East Dummerston,VT,5346,18022545422,,http://vtnhvet.com,DVM,"Dogs, Cats, Horses","VT NH Veterinary Clinic is a holistic and integrative veterinary practice in East Dummerston, VT. The practice treats dogs, cats, and horses. Holistic and integrative services include Acupuncture, Physical Therapy and Rehabilitation, and Chiropractic. It holds a 4.5-star rating across 170 Google reviews.",,,,42.9293351,-72.5381169,vt-nh-veterinary-clinic-east-dummerston-vermont,,https://vtnhvet.com/files/2019/03/logo-for-header.png,4.5,170,ChIJoWQd1XMF4YkRJfosCeAdGjo,https://www.google.com/maps/search/?api=1&query=VT%20NH%20Veterinary%20Clinic&query_place_id=ChIJoWQd1XMF4YkRJfosCeAdGjo
Driftway Animal Hospital,Dr. Burke,Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Chiropractic,53 New Driftway,Scituate,MA,2066,(781) 545-0952,info@driftway.com,https://www.driftway.com,"CVA, Chi Institute, DVM, VMD","Dogs, Cats, Exotics","Driftway Animal Hospital is a privately owned, full-service companion animal practice in Scituate, MA that has served the local community for over 40 years. The hospital offers integrative care including acupuncture, chiropractic, nutritional therapy, and physical rehabilitation alongside conventional services for dogs, cats, and exotic animals. Dr. Siobhan Burke, who became owner in 2017, holds certifications in veterinary chiropractic medicine and veterinary acupuncture through the Chi Institute and intentionally integrates alternative medicine modalities with traditional veterinary care to support patient health and the human-animal bond.",,,,42.1772874,-70.7455925,driftway-animal-hospital-scituate-ma,,https://driftway.com/files/2021/05/driftwayah_logo.png,4.8,81,ChIJPZsvnBlf44kRlmancAYa12U,https://www.google.com/maps/search/?api=1&query=Driftway%20Animal%20Hospital&query_place_id=ChIJPZsvnBlf44kRlmancAYa12U
Frankie's Friends,Dr. Morrow,Physical Therapy/Rehabilitation,740 5th Ave,New Kensington,PA,15068,(724) 889-7011,chelseascarryalls@gmail.com,http://www.frankies-friends.org,DVM,"Dogs, Cats","Frankie's Friends is a holistic and integrative veterinary practice in New Kensington, PA. The practice treats dogs and cats. Holistic and integrative services include Physical Therapy and Rehabilitation. It holds a 4.5-star rating across 440 Google reviews.",,,,40.563743,-79.7646414,frankies-friends-new-kensington-pa,,"https://static.wixstatic.com/media/c69163_7f3bfcf5e6684796a549f85cb2ad8325~mv2.png/v1/fill/w_160,h_80,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/FF%20ECG%20Logo%205.png",4.5,440,ChIJPzHLj8CVNIgR3K3v1HAw8kY,https://www.google.com/maps/search/?api=1&query=Frankie%27s%20Friends&query_place_id=ChIJPzHLj8CVNIgR3K3v1HAw8kY
Veterinary Wellness Care,"Dr. Herbert Keyserling, Dr. Jim Holden, Dr. Sol Neidich",Nutritional Therapy,1111 Bay St,Beaufort,SC,29901,18435245972,rgrayvwc@gmail.com,http://veterinarywellnesscare.com,,"Dogs, Cats","Veterinary Wellness Care in Beaufort offers nutritional counseling as a foundation for pet health, with customized guidance for puppies, senior pets, and individual dietary needs. The practice is staffed by two veterinarians with over 40 years of combined clinical experience and serves dogs and cats with comprehensive wellness exams, behavioral counseling, parasite control, immunizations, and diagnostic services. Their approach emphasizes thorough physical examinations and tailored care plans that adapt to each pet's changing needs throughout their life. The practice also provides end-of-life care and maintains referral relationships for advanced diagnostics and surgical services.",,,,32.4324845,-80.6749094,veterinary-wellness-care-beaufort-south-carolina,,,4.9,105,ChIJWxbmlksN_IgRobjjJezFve8,https://www.google.com/maps/search/?api=1&query=Veterinary%20Wellness%20Care&query_place_id=ChIJWxbmlksN_IgRobjjJezFve8
High Desert Veterinary,Dr. Brent Post,Acupuncture | Nutritional Therapy | Traditional Chinese Veterinary Medicine,60885 SE 27th St,Bend,OR,97702,(541) 382-9262,j.carr@highdesertvet.com,http://www.highdesertvet.com,DVM,"Dogs, Cats, Horses, Exotics","High Desert Veterinary in Bend, OR has served Central Oregon since 2000, offering acupuncture, nutritional therapy, and traditional Chinese veterinary medicine alongside conventional care for dogs, cats, horses, and exotic species. The practice emphasizes practical experience and selective adoption of medical advancements, avoiding unnecessary testing while maintaining affordability and individualized care. Their services include primary care, dental treatment with periodontal disease management and oral surgery, urgent same-day appointments, and tiered wellness programs for puppies, kittens, and senior pets.",2000,,,44.010831,-121.2654337,high-desert-veterinary-bend-or,,http://images.squarespace-cdn.com/content/v1/635eb39a165c6c379a87ad00/8a33fb39-c952-4117-a9d3-a1a9607fb3d5/HDVetLogo_hrz.png?format=1500w,4.6,78,ChIJY2ct2d3GuFQRhFXQ3SK7EUw,https://www.google.com/maps/search/?api=1&query=High%20Desert%20Veterinary&query_place_id=ChIJY2ct2d3GuFQRhFXQ3SK7EUw
VetNaturally Animal Hospital,"Dr. Ashley Geoghegan, Dr. Huisheng Xie, Dr. Shaun Carpenter",Acupuncture | Nutritional Therapy | Physical Therapy/Rehabilitation | Laser Therapy | Traditional Chinese Veterinary Medicine,123 Girod St,Mandeville,LA,70448,19857189991,info@vetnaturally.com,http://vetnaturally.com,"CVA, Chi Institute, DVM, TCVM","Dogs, Cats","VetNaturally Animal Hospital is a holistic and integrative veterinary practice in Mandeville, LA. The practice treats dogs and cats. Holistic and integrative services include Acupuncture, Nutritional Therapy, Physical Therapy and Rehabilitation, Laser Therapy, and Traditional Chinese Veterinary Medicine. Its veterinarians hold credentials including Certified Veterinary Acupuncturist (CVA). The practice is affiliated with the Chi Institute. It holds a 4.9-star rating across 131 Google reviews.",,,,30.353457,-90.067881,vetnaturally-animal-hospital-mandeville-louisiana,,https://www.vetnaturally.com/wp-content/uploads/2023/01/VetNaturally-Logo.webp,4.9,131,ChIJ49Xd3YhZJ4YRLMl7zs4Rly0,https://www.google.com/maps/search/?api=1&query=VetNaturally%20Animal%20Hospital&query_place_id=ChIJ49Xd3YhZJ4YRLMl7zs4Rly0
Weems & Stephens Equine Hospital,Dr. Chisholm,Acupuncture | Physical Therapy/Rehabilitation | Traditional Chinese Veterinary Medicine,5960 Hospital Rd,Aubrey,TX,76227,(940) 365-9632,office@wseh.net,http://wseh.com,"Chi Institute, DVM","Cats, Horses","Weems & Stephens Equine Hospital is a 24/7 equine facility in Aubrey, TX specializing in medical, surgical, and reproduction services for horses, with particular expertise in mare and stallion management, semen collection and processing, embryo transfer, and breeding soundness evaluations. The practice integrates acupuncture and traditional Chinese veterinary medicine with conventional equine care, offering both hospital-based treatment and farm calls for emergencies, routine preventative care, and reproductive management. Their services include semen freezing and storage for domestic and international distribution through their partnership with Select Breeders Southwest, as well as emergency care available year-round.",,,,33.2955784,-96.928495,weems-stephens-equine-hospital-aubrey-tx,,http://images.squarespace-cdn.com/content/v1/6713ead615ba077269249a8b/b151c979-d24c-44af-8c1f-194e2833d588/Equine-Logo.png?format=1500w,4.5,79,ChIJ39LRFY9ITIYRBSNrgj9CAFw,https://www.google.com/maps/search/?api=1&query=Weems%20%26%20Stephens%20Equine%20Hospital&query_place_id=ChIJ39LRFY9ITIYRBSNrgj9CAFw
Midtown Animal Hospital,Dr. Jan Suchanek,Nutritional Therapy,256 E 33rd St #1,New York,NY,10016,(212) 683-0309,morava17@aol.com,http://midtownanimalhospital.org,DVM,"Dogs, Cats","Midtown Animal Hospital is a holistic and integrative veterinary practice in New York, NY. The practice treats dogs and cats. Holistic and integrative services include Nutritional Therapy. It holds a 4.4-star rating across 68 Google reviews.",,,,40.744052,-73.976713,midtown-animal-hospital-new-york-ny,,,4.4,68,ChIJXaDxVg9ZwokRi5up5Nmvozg,https://www.google.com/maps/search/?api=1&query=Midtown%20Animal%20Hospital&query_place_id=ChIJXaDxVg9ZwokRi5up5Nmvozg
Austin Veterinary Diagnostic Hospital,,Nutritional Therapy,9324 US-290,Austin,TX,78736,15122881040,info@austinvet.net,https://austinvet.net,DVM,"Dogs, Cats","Austin Veterinary Diagnostic Hospital in Southwest Austin provides routine and advanced veterinary care for dogs and cats, with an emphasis on preventive wellness through comprehensive annual physical exams and diagnostic services performed in-house. The practice offers two tiered wellness plans—Standard and Comprehensive—that include bloodwork, urinalysis, imaging, and nutritional assessment as part of their approach to early disease detection and health maintenance. Their stated philosophy centers on identifying health issues before they become problematic, using available diagnostic technology to enhance quality of life and longevity for their patients.",,,,30.231564,-97.931513,austin-veterinary-diagnostic-hospital-austin-texas,,,4.8,300,ChIJ4R5p7fFIW4YRzlGkvIcH-G4,https://www.google.com/maps/search/?api=1&query=Austin%20Veterinary%20Diagnostic%20Hospital&query_place_id=ChIJ4R5p7fFIW4YRzlGkvIcH-G4
Central Avenue Veterinary Clinic,"Dr. Dr Dewitt, Dr. Dr William, Dr. William Truesdale",Nutritional Therapy | Chiropractic,455 Central Ave,Seekonk,MA,2771,15087618525,centralveticsb@aol.com,http://centralavevethospital.com,DVM,"Dogs, Cats, Horses, Exotics","Central Avenue Veterinary Clinic is a holistic and integrative veterinary practice in Seekonk, MA. The practice treats dogs, cats, horses, and exotics. Holistic and integrative services include Nutritional Therapy and Chiropractic. It holds a 4.4-star rating across 137 Google reviews.",,,,41.8972003,-71.3237255,central-avenue-veterinary-clinic-seekonk-massachusetts,,https://cdcssl.ibsrv.net/ibimg/smb/343x150_80/webmgr/0k/r/8/5b9aaac0d81e7_centralavevethospital_14a_logo.png.webp?27f092b72a1296022ff7c6db8e4aed15,4.4,137,ChIJeYisdFJc5IkRbKPtvkPMu8Q,https://www.google.com/maps/search/?api=1&query=Central%20Avenue%20Veterinary%20Clinic&query_place_id=ChIJeYisdFJc5IkRbKPtvkPMu8Q
Castle Rock Veterinary Hospital,"Dr. Beavers, Dr. Ben Osborne, Dr. Chad Pelensky, Dr. Margi White, Dr. Osborne Dr, Dr. Pelensky Dr, Dr. Powers Dr, Dr. Schneider",Physical Therapy/Rehabilitation | Chiropractic,1720 Uinta Dr,Green River,WY,82935,13078757188,,https://www.ruralvetpractices.com,,"Dogs, Cats, Horses","Castle Rock Veterinary Hospital in Green River, Wyoming is part of Rural Veterinary Practices, a locally owned group that emphasizes quality and progressive medicine for mixed animal populations. The hospital offers chiropractic adjustments and physical therapy and rehabilitation services alongside routine and orthopedic surgeries for dogs, cats, and horses. The practice is staffed by experienced veterinarians including Dr. Ben Osborne (owner), Dr. Margi White, and Dr. Chad Pelensky, supported by certified technicians and veterinary assistants.",,,,41.5065612,-109.4799957,castle-rock-veterinary-hospital-green-river-wyoming,,,4.6,140,ChIJCxRtyQ5-WocRbSSDZCz5kfE,https://www.google.com/maps/search/?api=1&query=Castle%20Rock%20Veterinary%20Hospital&query_place_id=ChIJCxRtyQ5-WocRbSSDZCz5kfE
Wise & Wonderful Integrative Veterinary Center,Alan Power-Lum,Nutritional Therapy,2210 County Center Drive,Santa Rosa,CA,95403,(707) 546-4646,info@wiseandwonderful.vet,https://wiseandwonderful.vet/,DVM,Dogs|Cats,"Wise & Wonderful Integrative Veterinary Center in Santa Rosa combines Western veterinary medicine with Traditional Chinese Veterinary Medicine, offering acupuncture, Chinese herbal medicine, animal chiropractic adjustments, laser therapy, and nutritional therapy for dogs and cats. The practice emphasizes individualized, whole-animal care and holds Fear Free certification, with staff trained in stress-reduction techniques to create positive veterinary experiences. Founded in 1968, the center integrates comprehensive wellness services including vaccinations, geriatric care, and oral health treatments with a philosophy centered on treating each pet's unique physical, mental, and emotional needs.",,,,38.4610138,-122.724829,wise-wonderful-integrative-veterinary-center,,https://images.squarespace-cdn.com/content/v1/60dbc316727faf5279faa99b/eb041111-eabc-4086-91ea-3120b216dba9/LOGO+banner+2.jpg?format=1500w,4.6,98,ChIJbbruH3E4hIARaCU6V924cRI,https://www.google.com/maps/search/?api=1&query=Wise%20%26%20Wonderful%20Integrative%20Veterinary%20Center&query_place_id=ChIJbbruH3E4hIARaCU6V924cRI
Florence Animal Clinic,"Dr. Danielle Lorenzo, Dr. Jennifer Kefer, Dr. Mark Berens",Acupuncture | Nutritional Therapy,185 Locust St,Northampton,MA,1060,14135849477,floanclinic@gmail.com,https://florenceac.com,DVM,"Dogs, Cats, Horses","Florence Animal Clinic in Northampton offers acupuncture and nutritional therapy alongside conventional veterinary services for dogs, cats, and horses. The practice emphasizes wellness and preventive care, with particular attention to pain management, geriatric medicine, and individualized nutrition counseling. Services include surgery, dentistry, radiology, ultrasound, and weight management, with a stated focus on high-quality medicine and compassionate patient care.",,,,42.3339372,-72.6609727,florence-animal-clinic-northampton-massachusetts,,https://florenceac.com/wp-content/uploads/2023/06/florence-animal-clinic-logo.png,4.6,118,ChIJEZhu6gnX5okRBPdMO26SExk,https://www.google.com/maps/search/?api=1&query=Florence%20Animal%20Clinic&query_place_id=ChIJEZhu6gnX5okRBPdMO26SExk
Nachbar Veterinary Hospital,"Dr. Dave Nichols, Dr. Gugino, Dr. Hayley Booth, Dr. Nachbar, Dr. Tori Von, Dr. Tyczka",Nutritional Therapy | Chiropractic,459 E Main St,Springville,NY,14141,17165927387,sgndvm459@gmail.com,https://nachbarveterinaryhospital.com,DVM,"Dogs, Cats, Horses, Exotics","Nachbar Veterinary Hospital in Springville, NY has offered nutritional therapy and chiropractic care alongside conventional veterinary services for dogs, cats, horses, and exotic animals since 2001. The practice provides comprehensive wellness examinations, preventative care, surgical services, diagnostics, and dental procedures including cleanings, extractions, and oral assessments. With over 292 Google reviews and a 4.8-star rating, the hospital emphasizes thorough physical examinations and staying current with modern medical practices to support long-term pet health.",,,,42.508017,-78.64996,nachbar-veterinary-hospital-springville-new-york,,,4.8,292,ChIJzY0BEyRW0okRBBScshV4mCc,https://www.google.com/maps/search/?api=1&query=Nachbar%20Veterinary%20Hospital&query_place_id=ChIJzY0BEyRW0okRBBScshV4mCc
Peaceful Veterinary Care,Dr. Lauren Chapman,Nutritional Therapy,4820 Mercury Street,San Diego,CA,92111,(858) 249-8707,info@peacefulvetcare.com,https://www.peacefulvetcare.com/,DVM,Dogs|Cats,"Peaceful Veterinary Care is a mobile and in-clinic integrative practice in San Diego specializing in end-of-life care, hospice services, and euthanasia for dogs and cats. The practice offers nutritional therapy alongside palliative care and pain management, with services available in clients' homes or at the clinic, and same-day appointments from Sunday through Friday. Founded by Dr. Rose, the practice integrates veterinary care with cremation services and emphasizes a family-centered approach to the final stages of a pet's life.",,,,32.8298264,-117.1491562,peaceful-veterinary-care,,"https://static.wixstatic.com/media/d0e365_334e8d0e876e46c8995bdb63ecaa69e9~mv2.png/v1/fill/w_78,h_50,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/pvctm.png",5,75,ChIJ-Ucf3bLuuG8RhfUYx2RabXE,https://www.google.com/maps/search/?api=1&query=Peaceful%20Veterinary%20Care&query_place_id=ChIJ-Ucf3bLuuG8RhfUYx2RabXE
